File,Line,Begin Offset,End Offset,Type
small_file_58.txt,0,25,38,DATE
small_file_58.txt,0,41,51,AMOUNT
small_file_58.txt,0,64,72,DECISION
small_file_59.txt,0,0,13,DECISION
small_file_59.txt,0,16,29,DATE
small_file_59.txt,0,32,43,AMOUNT
small_file_59.txt,0,46,52,ABBREV
small_file_59.txt,0,65,69,PAID DATE
small_file_6.txt,0,0,19,DECISION
small_file_6.txt,0,22,33,DATE
small_file_6.txt,0,36,47,AMOUNT
small_file_6.txt,0,50,57,ABBREV
small_file_60.txt,0,0,13,DECISION
small_file_60.txt,0,16,29,DATE
small_file_60.txt,0,32,43,AMOUNT
small_file_60.txt,0,46,54,ABBREV
small_file_60.txt,0,66,70,PAID DATE
small_file_61.txt,0,0,8,DATE
small_file_61.txt,0,11,18,ABBREV
small_file_61.txt,0,21,29,DECISION
small_file_61.txt,0,30,41,AMOUNT
small_file_62.txt,0,0,8,DATE
small_file_62.txt,0,14,21,ABBREV
small_file_62.txt,0,24,32,DECISION
small_file_62.txt,0,35,46,AMOUNT
small_file_63.txt,0,0,6,DATE
small_file_63.txt,0,9,16,ABBREV
small_file_63.txt,0,19,27,DECISION
small_file_63.txt,0,30,41,AMOUNT
small_file_63.txt,0,42,46,PAID DATE
small_file_63.txt,0,47,53,PAID DATE
small_file_64.txt,0,0,6,DATE
small_file_64.txt,0,9,16,ABBREV
small_file_64.txt,0,17,25,DECISION
small_file_64.txt,0,26,34,AMOUNT
small_file_65.txt,0,0,8,DATE
small_file_65.txt,0,11,19,ABBREV
small_file_65.txt,0,22,30,DECISION
small_file_65.txt,0,33,44,AMOUNT
small_file_65.txt,0,45,49,PAID DATE
small_file_66.txt,0,0,19,DECISION
small_file_66.txt,0,22,35,DATE
small_file_66.txt,0,38,49,AMOUNT
small_file_66.txt,0,52,60,ABBREV
small_file_66.txt,0,72,76,PAID DATE
small_file_67.txt,0,0,6,DATE
small_file_67.txt,0,9,17,ABBREV
small_file_67.txt,0,20,28,DECISION
small_file_67.txt,0,31,42,AMOUNT
small_file_67.txt,0,43,47,PAID DATE
small_file_67.txt,0,48,54,PAID DATE
small_file_68.txt,0,0,8,DATE
small_file_68.txt,0,11,20,ABBREV
small_file_68.txt,0,21,29,DECISION
small_file_68.txt,0,32,43,AMOUNT
small_file_69.txt,0,0,8,DATE
small_file_69.txt,0,11,19,ABBREV
small_file_69.txt,0,22,30,DECISION
small_file_69.txt,0,33,44,AMOUNT
small_file_7.txt,0,0,19,DECISION
small_file_7.txt,0,22,34,DATE
small_file_7.txt,0,37,48,AMOUNT
small_file_7.txt,0,51,58,ABBREV
small_file_70.txt,0,0,8,DATE
small_file_70.txt,0,11,20,ABBREV
small_file_70.txt,0,23,31,DECISION
small_file_70.txt,0,34,45,AMOUNT
small_file_71.txt,0,0,6,DATE
small_file_71.txt,0,9,17,ABBREV
small_file_71.txt,0,20,28,DECISION
small_file_71.txt,0,31,41,AMOUNT
small_file_72.txt,0,0,7,DATE
small_file_72.txt,0,10,17,ABBREV
small_file_72.txt,0,20,28,DECISION
small_file_72.txt,0,31,41,AMOUNT
small_file_72.txt,0,42,46,PAID DATE
small_file_73.txt,0,0,13,DECISION
small_file_73.txt,0,16,29,DATE
small_file_73.txt,0,32,42,AMOUNT
small_file_73.txt,0,45,52,ABBREV
small_file_73.txt,0,64,68,PAID DATE
small_file_74.txt,0,0,13,DECISION
small_file_74.txt,0,16,29,DATE
small_file_74.txt,0,32,42,AMOUNT
small_file_74.txt,0,45,52,ABBREV
small_file_74.txt,0,64,68,PAID DATE
small_file_75.txt,0,0,21,DECISION
small_file_75.txt,0,24,36,DATE
small_file_75.txt,0,39,50,AMOUNT
small_file_75.txt,0,62,70,DECISION
small_file_76.txt,0,0,13,DECISION
small_file_76.txt,0,16,29,DATE
small_file_76.txt,0,32,43,AMOUNT
small_file_76.txt,0,44,51,ABBREV
small_file_76.txt,0,60,64,PAID DATE
small_file_77.txt,0,0,13,DECISION
small_file_77.txt,0,16,29,DATE
small_file_77.txt,0,32,43,AMOUNT
small_file_77.txt,0,46,51,ABBREV
small_file_77.txt,0,63,67,PAID DATE
small_file_78.txt,0,0,13,DECISION
small_file_78.txt,0,16,29,DATE
small_file_78.txt,0,30,41,AMOUNT
small_file_78.txt,0,42,50,ABBREV
small_file_78.txt,0,62,66,PAID DATE
small_file_79.txt,0,0,13,DECISION
small_file_79.txt,0,16,28,DATE
small_file_79.txt,0,31,42,AMOUNT
small_file_79.txt,0,45,53,ABBREV
small_file_79.txt,0,64,68,PAID DATE
small_file_8.txt,0,0,21,DECISION
small_file_8.txt,0,24,36,DATE
small_file_8.txt,0,39,50,AMOUNT
small_file_80.txt,0,0,21,DECISION
small_file_80.txt,0,24,37,DATE
small_file_80.txt,0,40,51,AMOUNT
small_file_80.txt,0,67,75,DECISION
small_file_81.txt,0,0,8,DATE
small_file_81.txt,0,11,18,ABBREV
small_file_81.txt,0,21,29,DECISION
small_file_81.txt,0,32,43,AMOUNT
small_file_82.txt,0,0,8,DATE
small_file_82.txt,0,11,18,ABBREV
small_file_82.txt,0,21,29,DECISION
small_file_82.txt,0,32,43,AMOUNT
small_file_83.txt,0,0,6,DATE
small_file_83.txt,0,9,16,ABBREV
small_file_83.txt,0,19,27,DECISION
small_file_83.txt,0,30,41,AMOUNT
small_file_84.txt,0,0,9,DATE
small_file_84.txt,0,12,20,ABBREV
small_file_84.txt,0,23,31,DECISION
small_file_84.txt,0,34,45,AMOUNT
small_file_85.txt,0,0,8,DATE
small_file_85.txt,0,11,17,ABBREV
small_file_85.txt,0,20,28,DECISION
small_file_85.txt,0,31,42,AMOUNT
small_file_85.txt,0,43,47,PAID DATE
small_file_85.txt,0,48,55,PAID DATE
small_file_86.txt,0,0,19,DECISION
small_file_86.txt,0,22,35,DATE
small_file_86.txt,0,38,48,AMOUNT
small_file_86.txt,0,51,58,ABBREV
small_file_86.txt,0,59,63,PAID DATE
small_file_87.txt,0,0,19,DECISION
small_file_87.txt,0,22,33,DATE
small_file_87.txt,0,36,46,AMOUNT
small_file_87.txt,0,49,55,ABBREV
small_file_88.txt,0,0,8,DATE
small_file_88.txt,0,11,19,ABBREV
small_file_88.txt,0,22,30,DECISION
small_file_88.txt,0,33,44,AMOUNT
small_file_89.txt,0,0,8,DATE
small_file_89.txt,0,11,20,ABBREV
small_file_89.txt,0,23,31,DECISION
small_file_89.txt,0,34,45,AMOUNT
small_file_9.txt,0,0,21,DECISION
small_file_9.txt,0,24,37,DATE
small_file_9.txt,0,40,51,AMOUNT
small_file_90.txt,0,0,19,DECISION
small_file_90.txt,0,22,34,DATE
small_file_90.txt,0,37,46,AMOUNT
small_file_90.txt,0,49,56,ABBREV
small_file_90.txt,0,57,61,PAID DATE
small_file_91.txt,0,0,13,DECISION
small_file_91.txt,0,16,29,DATE
small_file_91.txt,0,32,43,AMOUNT
small_file_91.txt,0,46,54,ABBREV
small_file_92.txt,0,0,13,DECISION
small_file_92.txt,0,16,28,DATE
small_file_92.txt,0,31,42,AMOUNT
small_file_92.txt,0,45,52,ABBREV
small_file_93.txt,0,0,13,DECISION
small_file_93.txt,0,16,28,DATE
small_file_93.txt,0,31,41,AMOUNT
small_file_93.txt,0,44,52,ABBREV
small_file_94.txt,0,0,7,DATE
small_file_94.txt,0,10,19,ABBREV
small_file_94.txt,0,22,30,DECISION
small_file_94.txt,0,33,43,AMOUNT
small_file_95.txt,0,0,8,DATE
small_file_95.txt,0,11,19,ABBREV
small_file_95.txt,0,25,33,DECISION
small_file_95.txt,0,36,46,AMOUNT
small_file_96.txt,0,0,8,DATE
small_file_96.txt,0,9,17,DECISION
small_file_96.txt,0,18,28,AMOUNT
small_file_97.txt,0,0,24,DECISION
small_file_97.txt,0,27,40,DATE
small_file_97.txt,0,43,54,AMOUNT
small_file_98.txt,0,0,6,DATE
small_file_98.txt,0,9,16,ABBREV
small_file_98.txt,0,24,32,DECISION
small_file_98.txt,0,35,45,AMOUNT
small_file_99.txt,0,0,13,DECISION
small_file_99.txt,0,16,27,DATE
small_file_99.txt,0,30,41,AMOUNT
small_file_99.txt,0,44,51,ABBREV
